timeindex,s_be,s_bb,w_be,w_bb,h_bb
2016-07-06 20:00:00,0,0,0.4888,0.4576,0.45
2016-07-06 21:00:00,0,0,0.4049,0.3944,0.45
2016-07-06 22:00:00,0,0,0.3016,0.3034,0.45
2016-07-06 23:00:00,0,0,0.2809,0.2681,0.45
2016-07-07 00:00:00,0,0,0.2704,0.2422,0.45
2016-07-07 01:00:00,0,0,0.2084,0.2045,0.45
2016-07-07 02:00:00,0,0,0.2009,0.1964,0.45
2016-07-07 03:00:00,0.0176,0.0189,0.16,0.163,0.45
2016-07-07 04:00:00,0.0737,0.0806,0.1366,0.1443,0.45
2016-07-07 05:00:00,0.1565,0.1734,0.2234,0.2066,0.45
2016-07-07 06:00:00,0.2512,0.2854,0.2443,0.2229,0.45
2016-07-07 07:00:00,0.3439,0.3951,0.2179,0.2049,0.45
2016-07-07 08:00:00,0.4176,0.4854,0.1823,0.177,0.45
2016-07-07 09:00:00,0.4687,0.5474,0.1617,0.1566,0.45
2016-07-07 10:00:00,0.4948,0.5779,0.1566,0.1488,0.45
2016-07-07 11:00:00,0.4985,0.5835,0.1527,0.1423,0.45
2016-07-07 12:00:00,0.4674,0.5407,0.1333,0.1285,0.45
2016-07-07 13:00:00,0.4201,0.4891,0.114,0.1151,0.45
2016-07-07 14:00:00,0.3485,0.4103,0.1103,0.1123,0.45
2016-07-07 15:00:00,0.2581,0.3058,0.1103,0.1126,0.45
2016-07-07 16:00:00,0.1628,0.1902,0.1026,0.1027,0.45
2016-07-07 17:00:00,0.0802,0.0918,0.0824,0.0751,0.45
2016-07-07 18:00:00,0.0231,0.0241,0.0549,0.046,0.45
2016-07-07 19:00:00,0,0,0.0294,0.0239,0.45
2016-07-07 20:00:00,0,0,0.0094,0.0086,0.45
2016-07-07 21:00:00,0,0,0.0036,0.0073,0.45
2016-07-07 22:00:00,0,0,0.0066,0.0184,0.45
2016-07-07 23:00:00,0,0,0.0283,0.0491,0.45
2016-07-08 00:00:00,0,0,0.0891,0.1053,0.45
2016-07-08 01:00:00,0,0,0.1607,0.1595,0.45
2016-07-08 02:00:00,0,0,0.1969,0.1929,0.45
2016-07-08 03:00:00,0.0028,0.0038,0.177,0.1867,0.45
2016-07-08 04:00:00,0.0205,0.0283,0.1119,0.1236,0.45
2016-07-08 05:00:00,0.0601,0.0785,0.0534,0.0592,0.45
2016-07-08 06:00:00,0.1283,0.1521,0.0423,0.0526,0.45
2016-07-08 07:00:00,0.1972,0.2321,0.1431,0.1077,0.45
2016-07-08 08:00:00,0.2637,0.3066,0.1657,0.126,0.45
2016-07-08 09:00:00,0.3321,0.3701,0.1627,0.1296,0.45
2016-07-08 10:00:00,0.3622,0.4179,0.1801,0.1437,0.45
2016-07-08 11:00:00,0.3845,0.424,0.2094,0.1596,0.45
2016-07-08 12:00:00,0.2749,0.312,0.2091,0.1573,0.45
2016-07-08 13:00:00,0.1343,0.177,0.1553,0.131,0.45
2016-07-08 14:00:00,0.0924,0.1211,0.1089,0.0925,0.45
2016-07-08 15:00:00,0.0836,0.0998,0.1154,0.0962,0.45
2016-07-08 16:00:00,0.0657,0.0708,0.1717,0.1312,0.45
2016-07-08 17:00:00,0.0263,0.0342,0.2471,0.1839,0.45
2016-07-08 18:00:00,0.0074,0.0101,0.2231,0.2615,0.45
2016-07-08 19:00:00,0,0,0.1549,0.334,0.45
2016-07-08 20:00:00,0,0,0.2229,0.3422,0.45
2016-07-08 21:00:00,0,0,0.2923,0.3432,0.45
2016-07-08 22:00:00,0,0,0.3107,0.3698,0.45
2016-07-08 23:00:00,0,0,0.2764,0.3806,0.45
2016-07-09 00:00:00,0,0,0.268,0.3529,0.45
2016-07-09 01:00:00,0,0,0.2617,0.346,0.45
2016-07-09 02:00:00,0,0,0.2966,0.3487,0.45
2016-07-09 03:00:00,0.0137,0.0144,0.3447,0.3452,0.45
2016-07-09 04:00:00,0.0601,0.0701,0.3643,0.3262,0.45
2016-07-09 05:00:00,0.1466,0.1642,0.4987,0.4218,0.45
2016-07-09 06:00:00,0.2497,0.2776,0.5306,0.4766,0.45
2016-07-09 07:00:00,0.3363,0.3801,0.598,0.5098,0.45
2016-07-09 08:00:00,0.4054,0.4658,0.6138,0.5042,0.45
2016-07-09 09:00:00,0.449,0.5234,0.5517,0.4606,0.45
2016-07-09 10:00:00,0.4746,0.5545,0.52,0.4347,0.45
2016-07-09 11:00:00,0.4742,0.5622,0.509,0.4251,0.45
2016-07-09 12:00:00,0.4464,0.5223,0.4938,0.4129,0.45
2016-07-09 13:00:00,0.367,0.4463,0.4708,0.3882,0.45
2016-07-09 14:00:00,0.294,0.349,0.3779,0.3264,0.45
2016-07-09 15:00:00,0.1897,0.234,0.3009,0.2608,0.45
2016-07-09 16:00:00,0.1207,0.1439,0.2467,0.1944,0.45
2016-07-09 17:00:00,0.0563,0.065,0.16,0.1192,0.45
2016-07-09 18:00:00,0.0096,0.0123,0.0891,0.0678,0.45
2016-07-09 19:00:00,0,0,0.0467,0.0301,0.45
2016-07-09 20:00:00,0,0,0.0143,0.006,0.45
2016-07-09 21:00:00,0,0,0.0016,0.001,0.45
2016-07-09 22:00:00,0,0,0.001,0.0021,0.45
2016-07-09 23:00:00,0,0,0.0114,0.0195,0.45
2016-07-10 00:00:00,0,0,0.0344,0.057,0.45
2016-07-10 01:00:00,0,0,0.0744,0.1018,0.45
2016-07-10 02:00:00,0,0,0.1241,0.1361,0.45
2016-07-10 03:00:00,0.0009,0.0033,0.1231,0.1378,0.45
2016-07-10 04:00:00,0.0143,0.0288,0.0946,0.1017,0.45
2016-07-10 05:00:00,0.0686,0.0862,0.0674,0.0734,0.45
2016-07-10 06:00:00,0.1759,0.1904,0.1133,0.1104,0.45
2016-07-10 07:00:00,0.3035,0.323,0.2147,0.1844,0.45
2016-07-10 08:00:00,0.3774,0.4153,0.2393,0.207,0.45
2016-07-10 09:00:00,0.3708,0.4279,0.2571,0.2106,0.45
2016-07-10 10:00:00,0.3105,0.4123,0.1803,0.1909,0.45
2016-07-10 11:00:00,0.3676,0.4388,0.1239,0.1596,0.45
2016-07-10 12:00:00,0.4103,0.457,0.1276,0.1339,0.45
2016-07-10 13:00:00,0.3335,0.3925,0.1313,0.1177,0.45
2016-07-10 14:00:00,0.229,0.2857,0.1307,0.1035,0.45
2016-07-10 15:00:00,0.1961,0.2169,0.1419,0.0942,0.45
2016-07-10 16:00:00,0.1472,0.1538,0.1591,0.0811,0.45
2016-07-10 17:00:00,0.0731,0.0799,0.1321,0.0504,0.45
2016-07-10 18:00:00,0.0159,0.018,0.1326,0.0449,0.45
2016-07-10 19:00:00,0,0,0.1861,0.0664,0.45
2016-07-10 20:00:00,0,0,0.2531,0.1176,0.45
2016-07-10 21:00:00,0,0,0.2956,0.1804,0.45
2016-07-10 22:00:00,0,0,0.2881,0.2162,0.45
2016-07-10 23:00:00,0,0,0.24,0.2189,0.45
2016-07-11 00:00:00,0,0,0.2067,0.2136,0.45
2016-07-11 01:00:00,0,0,0.179,0.2086,0.45
2016-07-11 02:00:00,0,0,0.1689,0.2028,0.45
2016-07-11 03:00:00,0.0021,0.0029,0.1503,0.1597,0.45
2016-07-11 04:00:00,0.0197,0.0298,0.0941,0.0932,0.45
2016-07-11 05:00:00,0.0996,0.116,0.052,0.0561,0.45
2016-07-11 06:00:00,0.1714,0.2049,0.0729,0.0759,0.45
2016-07-11 07:00:00,0.2111,0.274,0.0923,0.1058,0.45
2016-07-11 08:00:00,0.3287,0.3486,0.1519,0.1511,0.45
2016-07-11 09:00:00,0.3539,0.3606,0.2193,0.2019,0.45
2016-07-11 10:00:00,0.339,0.3499,0.2753,0.2528,0.45
2016-07-11 11:00:00,0.2524,0.314,0.3064,0.2924,0.45
2016-07-11 12:00:00,0.2066,0.2985,0.2734,0.3105,0.45
2016-07-11 13:00:00,0.2605,0.3169,0.2719,0.3209,0.45
2016-07-11 14:00:00,0.1834,0.2567,0.2806,0.3187,0.45
2016-07-11 15:00:00,0.1204,0.1814,0.251,0.2952,0.45
2016-07-11 16:00:00,0.1323,0.1558,0.2216,0.2454,0.45
2016-07-11 17:00:00,0.0703,0.0829,0.2157,0.1999,0.45
2016-07-11 18:00:00,0.013,0.0147,0.2129,0.201,0.45
2016-07-11 19:00:00,0,0,0.1833,0.1848,0.45
2016-07-11 20:00:00,0,0,0.1286,0.1381,0.45
2016-07-11 21:00:00,0,0,0.0871,0.1082,0.45
2016-07-11 22:00:00,0,0,0.0427,0.0891,0.45
2016-07-11 23:00:00,0,0,0.0284,0.0737,0.45
2016-07-12 00:00:00,0,0,0.0216,0.0607,0.45
2016-07-12 01:00:00,0,0,0.0344,0.0635,0.45
2016-07-12 02:00:00,0,0,0.0533,0.0751,0.45
2016-07-12 03:00:00,0.0019,0.0035,0.0433,0.0613,0.45
2016-07-12 04:00:00,0.0177,0.0237,0.0207,0.03,0.45
2016-07-12 05:00:00,0.0511,0.0628,0.0116,0.0264,0.45
2016-07-12 06:00:00,0.0822,0.1106,0.0179,0.0541,0.45
2016-07-12 07:00:00,0.1207,0.1605,0.0259,0.0711,0.45
2016-07-12 08:00:00,0.2144,0.2876,0.0576,0.1006,0.45
2016-07-12 09:00:00,0.3188,0.4121,0.0799,0.1178,0.45
2016-07-12 10:00:00,0.3574,0.4328,0.1094,0.1298,0.45
2016-07-12 11:00:00,0.3474,0.4015,0.119,0.1267,0.45
2016-07-12 12:00:00,0.3412,0.367,0.1233,0.1262,0.45
2016-07-12 13:00:00,0.2776,0.312,0.1303,0.1284,0.45
2016-07-12 14:00:00,0.1567,0.1843,0.1267,0.1187,0.45
2016-07-12 15:00:00,0.0861,0.1043,0.1091,0.0973,0.45
2016-07-12 16:00:00,0.0599,0.0726,0.0836,0.0731,0.45
2016-07-12 17:00:00,0.0402,0.0466,0.0809,0.0582,0.45
2016-07-12 18:00:00,0.0108,0.0124,0.098,0.0553,0.45
2016-07-12 19:00:00,0,0,0.1081,0.0578,0.45
2016-07-12 20:00:00,0,0,0.0763,0.046,0.45
2016-07-12 21:00:00,0,0,0.0551,0.0418,0.45
2016-07-12 22:00:00,0,0,0.0499,0.0507,0.45
2016-07-12 23:00:00,0,0,0.0531,0.0617,0.45
2016-07-13 00:00:00,0,0,0.0466,0.064,0.45
2016-07-13 01:00:00,0,0,0.053,0.0647,0.45
2016-07-13 02:00:00,0,0,0.0624,0.0622,0.45
2016-07-13 03:00:00,0.0117,0.0117,0.0597,0.0469,0.45
2016-07-13 04:00:00,0.0643,0.0629,0.0189,0.0122,0.45
2016-07-13 05:00:00,0.1308,0.1275,0.0094,0.0034,0.45
2016-07-13 06:00:00,0.1914,0.2068,0.0001,0.0001,0.45
2016-07-13 07:00:00,0.2615,0.3092,0,0,0.45
2016-07-13 08:00:00,0.2985,0.3717,0,0,0.45
2016-07-13 09:00:00,0.2394,0.3479,0,0.0001,0.45
2016-07-13 10:00:00,0.2118,0.3104,0,0.0006,0.45
2016-07-13 11:00:00,0.2249,0.2975,0.0001,0.0017,0.45
2016-07-13 12:00:00,0.2183,0.2719,0.0009,0.003,0.45
2016-07-13 13:00:00,0.1799,0.2586,0.0016,0.0032,0.45
2016-07-13 14:00:00,0.1909,0.2367,0.0019,0.0029,0.45
2016-07-13 15:00:00,0.1447,0.1796,0.0041,0.0035,0.45
2016-07-13 16:00:00,0.1111,0.1362,0.0111,0.0074,0.45
2016-07-13 17:00:00,0.064,0.0621,0.012,0.0092,0.45
2016-07-13 18:00:00,0.0033,0.0064,0.0013,0.0123,0.45
2016-07-13 19:00:00,0,0,0.0246,0.0366,0.45
2016-07-13 20:00:00,0,0,0.0619,0.0672,0.45
2016-07-13 21:00:00,0,0,0.0623,0.0692,0.45
2016-07-13 22:00:00,0,0,0.0434,0.0699,0.45
2016-07-13 23:00:00,0,0,0.1013,0.0819,0.45
2016-07-14 00:00:00,0,0,0.0809,0.0951,0.45
2016-07-14 01:00:00,0,0,0.0839,0.1017,0.45
2016-07-14 02:00:00,0,0,0.16,0.1294,0.45
2016-07-14 03:00:00,0.0021,0.0019,0.1903,0.1581,0.45
2016-07-14 04:00:00,0.0195,0.0218,0.1649,0.1648,0.45
2016-07-14 05:00:00,0.0389,0.0481,0.2559,0.2226,0.45
2016-07-14 06:00:00,0.0703,0.0848,0.3077,0.2654,0.45
2016-07-14 07:00:00,0.0839,0.1082,0.3873,0.3328,0.45
2016-07-14 08:00:00,0.1387,0.1528,0.5267,0.4308,0.45
2016-07-14 09:00:00,0.1608,0.1789,0.6088,0.4991,0.45
2016-07-14 10:00:00,0.1639,0.1955,0.6077,0.5199,0.45
2016-07-14 11:00:00,0.1897,0.2079,0.5628,0.5115,0.45
2016-07-14 12:00:00,0.1874,0.1971,0.5221,0.4859,0.45
2016-07-14 13:00:00,0.1477,0.1626,0.4883,0.4372,0.45
2016-07-14 14:00:00,0.1173,0.1329,0.4364,0.3703,0.45
2016-07-14 15:00:00,0.0883,0.1004,0.3844,0.3147,0.45
2016-07-14 16:00:00,0.0454,0.0534,0.3311,0.2673,0.45
2016-07-14 17:00:00,0.0175,0.0227,0.3071,0.2512,0.45
2016-07-14 18:00:00,0.0024,0.0036,0.3477,0.2748,0.45
2016-07-14 19:00:00,0,0,0.4174,0.3286,0.45
2016-07-14 20:00:00,0,0,0.4478,0.3589,0.45
2016-07-14 21:00:00,0,0,0.4933,0.3756,0.45
2016-07-14 22:00:00,0,0,0.4896,0.4135,0.45
2016-07-14 23:00:00,0,0,0.5053,0.4164,0.45
2016-07-15 00:00:00,0,0,0.5143,0.4079,0.45
2016-07-15 01:00:00,0,0,0.4913,0.3902,0.45
2016-07-15 02:00:00,0,0,0.4953,0.3923,0.45
2016-07-15 03:00:00,0.0037,0.0035,0.4877,0.3964,0.45
2016-07-15 04:00:00,0.0286,0.0317,0.4694,0.3908,0.45
2016-07-15 05:00:00,0.0767,0.0835,0.5751,0.4446,0.45
2016-07-15 06:00:00,0.1275,0.1533,0.6414,0.5184,0.45
2016-07-15 07:00:00,0.1716,0.2144,0.5896,0.5139,0.45
2016-07-15 08:00:00,0.2525,0.2774,0.5796,0.5098,0.45
2016-07-15 09:00:00,0.3509,0.3781,0.5874,0.5088,0.45
2016-07-15 10:00:00,0.3993,0.4497,0.5628,0.4947,0.45
2016-07-15 11:00:00,0.4109,0.462,0.5437,0.4819,0.45
2016-07-15 12:00:00,0.3413,0.3944,0.5527,0.4724,0.45
2016-07-15 13:00:00,0.2547,0.3154,0.5837,0.4617,0.45
2016-07-15 14:00:00,0.1603,0.2043,0.583,0.4343,0.45
2016-07-15 15:00:00,0.1091,0.1463,0.5116,0.3879,0.45
2016-07-15 16:00:00,0.1147,0.1179,0.4338,0.3331,0.45
2016-07-15 17:00:00,0.0414,0.0499,0.3414,0.2567,0.45
2016-07-15 18:00:00,0.004,0.0077,0.2149,0.2006,0.45
2016-07-15 19:00:00,0,0,0.1784,0.1885,0.45
2016-07-15 20:00:00,0,0,0.1686,0.1824,0.45
2016-07-15 21:00:00,0,0,0.153,0.1545,0.45
2016-07-15 22:00:00,0,0,0.1093,0.1188,0.45
2016-07-15 23:00:00,0,0,0.0946,0.1063,0.45
2016-07-16 00:00:00,0,0,0.0987,0.0978,0.45
2016-07-16 01:00:00,0,0,0.0857,0.0876,0.45
2016-07-16 02:00:00,0,0,0.0654,0.075,0.45
2016-07-16 03:00:00,0.011,0.0123,0.0561,0.0704,0.45
2016-07-16 04:00:00,0.0659,0.073,0.0239,0.0349,0.45
2016-07-16 05:00:00,0.145,0.1612,0.0253,0.0349,0.45
2016-07-16 06:00:00,0.2424,0.2742,0.0454,0.0562,0.45
2016-07-16 07:00:00,0.3349,0.385,0.062,0.0608,0.45
2016-07-16 08:00:00,0.409,0.4748,0.0446,0.0466,0.45
2016-07-16 09:00:00,0.4599,0.5362,0.025,0.0324,0.45
2016-07-16 10:00:00,0.4841,0.5653,0.014,0.0252,0.45
2016-07-16 11:00:00,0.4827,0.5604,0.0094,0.0219,0.45
2016-07-16 12:00:00,0.4556,0.5329,0.0109,0.0221,0.45
2016-07-16 13:00:00,0.4043,0.476,0.0169,0.0255,0.45
2016-07-16 14:00:00,0.3182,0.3716,0.0263,0.0299,0.45
2016-07-16 15:00:00,0.2008,0.2479,0.044,0.0376,0.45
2016-07-16 16:00:00,0.1137,0.1503,0.0656,0.0451,0.45
2016-07-16 17:00:00,0.0485,0.0697,0.0754,0.0456,0.45
2016-07-16 18:00:00,0.0102,0.0137,0.0657,0.0458,0.45
2016-07-16 19:00:00,0,0,0.0579,0.0554,0.45
2016-07-16 20:00:00,0,0,0.0489,0.0596,0.45
2016-07-16 21:00:00,0,0,0.0421,0.0584,0.45
2016-07-16 22:00:00,0,0,0.0456,0.059,0.45
2016-07-16 23:00:00,0,0,0.051,0.0641,0.45
2016-07-17 00:00:00,0,0,0.0584,0.0693,0.45
2016-07-17 01:00:00,0,0,0.0724,0.0796,0.45
2016-07-17 02:00:00,0,0,0.0857,0.0811,0.45
2016-07-17 03:00:00,0.0067,0.007,0.0713,0.0645,0.45
2016-07-17 04:00:00,0.0624,0.0587,0.0251,0.0274,0.45
2016-07-17 05:00:00,0.1452,0.142,0.0091,0.0153,0.45
2016-07-17 06:00:00,0.2386,0.2395,0.001,0.0086,0.45
2016-07-17 07:00:00,0.3148,0.3266,0.0001,0.0065,0.45
2016-07-17 08:00:00,0.2905,0.3455,0.0024,0.0129,0.45
2016-07-17 09:00:00,0.2746,0.3498,0.0204,0.0272,0.45
2016-07-17 10:00:00,0.2141,0.3382,0.0479,0.0465,0.45
2016-07-17 11:00:00,0.2617,0.3338,0.0626,0.0665,0.45
2016-07-17 12:00:00,0.2738,0.3125,0.0803,0.09,0.45
2016-07-17 13:00:00,0.2425,0.273,0.1071,0.1151,0.45
2016-07-17 14:00:00,0.2165,0.2485,0.1361,0.1321,0.45
2016-07-17 15:00:00,0.1834,0.1976,0.1499,0.1368,0.45
2016-07-17 16:00:00,0.1197,0.1335,0.1493,0.1302,0.45
2016-07-17 17:00:00,0.0575,0.0673,0.1344,0.1086,0.45
2016-07-17 18:00:00,0.0087,0.0124,0.1234,0.0982,0.45
2016-07-17 19:00:00,0,0,0.1394,0.098,0.45
2016-07-17 20:00:00,0,0,0.0959,0.0778,0.45
2016-07-17 21:00:00,0,0,0.0523,0.057,0.45
2016-07-17 22:00:00,0,0,0.0314,0.0421,0.45
2016-07-17 23:00:00,0,0,0.0244,0.031,0.45
2016-07-18 00:00:00,0,0,0.0183,0.0275,0.45
2016-07-18 01:00:00,0,0,0.015,0.0345,0.45
2016-07-18 02:00:00,0,0,0.0184,0.0517,0.45
2016-07-18 03:00:00,0.005,0.006,0.0329,0.0652,0.45
2016-07-18 04:00:00,0.0435,0.0537,0.04,0.0501,0.45
2016-07-18 05:00:00,0.1041,0.1224,0.1051,0.0869,0.45
2016-07-18 06:00:00,0.1774,0.207,0.1554,0.1242,0.45
2016-07-18 07:00:00,0.2336,0.2908,0.1947,0.157,0.45
2016-07-18 08:00:00,0.3036,0.3687,0.2351,0.1923,0.45
2016-07-18 09:00:00,0.3527,0.4137,0.2579,0.2175,0.45
2016-07-18 10:00:00,0.3861,0.4238,0.2641,0.2297,0.45
2016-07-18 11:00:00,0.3129,0.3766,0.26,0.2328,0.45
2016-07-18 12:00:00,0.3186,0.3527,0.2464,0.233,0.45
2016-07-18 13:00:00,0.2619,0.3115,0.2373,0.2257,0.45
2016-07-18 14:00:00,0.1948,0.2519,0.2161,0.2064,0.45
2016-07-18 15:00:00,0.1642,0.1997,0.1901,0.1789,0.45
2016-07-18 16:00:00,0.1034,0.1271,0.1643,0.1474,0.45
2016-07-18 17:00:00,0.0516,0.0615,0.1287,0.1016,0.45
2016-07-18 18:00:00,0.0073,0.01,0.0761,0.0662,0.45
2016-07-18 19:00:00,0,0,0.0591,0.0542,0.45
2016-07-18 20:00:00,0,0,0.0469,0.0459,0.45
2016-07-18 21:00:00,0,0,0.0487,0.0494,0.45
2016-07-18 22:00:00,0,0,0.0639,0.0658,0.45
2016-07-18 23:00:00,0,0,0.0826,0.0886,0.45
2016-07-19 00:00:00,0,0,0.0993,0.105,0.45
2016-07-19 01:00:00,0,0,0.1044,0.1103,0.45
2016-07-19 02:00:00,0,0,0.1199,0.1125,0.45
2016-07-19 03:00:00,0.006,0.0074,0.1077,0.0981,0.45
2016-07-19 04:00:00,0.0528,0.0593,0.0641,0.0539,0.45
2016-07-19 05:00:00,0.1212,0.1381,0.0767,0.0595,0.45
2016-07-19 06:00:00,0.2207,0.2423,0.093,0.0755,0.45
2016-07-19 07:00:00,0.3154,0.3398,0.109,0.0872,0.45
2016-07-19 08:00:00,0.3496,0.4035,0.1263,0.1037,0.45
2016-07-19 09:00:00,0.3851,0.4581,0.1357,0.1162,0.45
2016-07-19 10:00:00,0.4149,0.4979,0.1429,0.1233,0.45
2016-07-19 11:00:00,0.435,0.5143,0.1449,0.1263,0.45
2016-07-19 12:00:00,0.4154,0.4871,0.1406,0.1251,0.45
2016-07-19 13:00:00,0.3746,0.4416,0.13,0.1151,0.45
2016-07-19 14:00:00,0.3101,0.3646,0.109,0.0975,0.45
2016-07-19 15:00:00,0.2058,0.2515,0.0863,0.0771,0.45
2016-07-19 16:00:00,0.1209,0.1477,0.0594,0.0553,0.45
2016-07-19 17:00:00,0.0568,0.0691,0.0371,0.0361,0.45
2016-07-19 18:00:00,0.0121,0.0147,0.0267,0.0258,0.45
2016-07-19 19:00:00,0,0,0.0279,0.0232,0.45
2016-07-19 20:00:00,0,0,0.0239,0.0173,0.45
2016-07-19 21:00:00,0,0,0.0159,0.011,0.45
2016-07-19 22:00:00,0,0,0.0073,0.0059,0.45
2016-07-19 23:00:00,0,0,0.0016,0.0031,0.45
2016-07-20 00:00:00,0,0,0.0001,0.0021,0.45
2016-07-20 01:00:00,0,0,0,0.0016,0.45
2016-07-20 02:00:00,0,0,0,0.001,0.45
2016-07-20 03:00:00,0.0058,0.007,0,0.0003,0.45
2016-07-20 04:00:00,0.0512,0.0593,0,0.0001,0.45
2016-07-20 05:00:00,0.1197,0.1372,0,0,0.45
2016-07-20 06:00:00,0.1995,0.2331,0,0,0.45
2016-07-20 07:00:00,0.2955,0.347,0,0,0.45
2016-07-20 08:00:00,0.3741,0.4366,0,0,0.45
2016-07-20 09:00:00,0.419,0.4938,0,0,0.45
2016-07-20 10:00:00,0.4399,0.5212,0,0,0.45
2016-07-20 11:00:00,0.4395,0.5206,0,0,0.45
2016-07-20 12:00:00,0.4146,0.4926,0,0.0001,0.45
2016-07-20 13:00:00,0.3765,0.4506,0.0001,0.0006,0.45
2016-07-20 14:00:00,0.3184,0.3808,0.0011,0.0022,0.45
2016-07-20 15:00:00,0.2385,0.2883,0.006,0.0061,0.45
2016-07-20 16:00:00,0.1504,0.182,0.0136,0.0136,0.45
2016-07-20 17:00:00,0.0717,0.0894,0.03,0.0322,0.45
2016-07-20 18:00:00,0.0155,0.019,0.0941,0.0987,0.45
2016-07-20 19:00:00,0,0,0.2126,0.2039,0.45
2016-07-20 20:00:00,0,0,0.2457,0.2437,0.45
2016-07-20 21:00:00,0,0,0.2269,0.2342,0.45
2016-07-20 22:00:00,0,0,0.2079,0.2096,0.45
2016-07-20 23:00:00,0,0,0.1884,0.1913,0.45
2016-07-21 00:00:00,0,0,0.1811,0.1761,0.45
2016-07-21 01:00:00,0,0,0.1651,0.1612,0.45
2016-07-21 02:00:00,0,0,0.1384,0.1493,0.45
2016-07-21 03:00:00,0.0033,0.0038,0.114,0.133,0.45
2016-07-21 04:00:00,0.0359,0.0425,0.0473,0.0609,0.45
2016-07-21 05:00:00,0.1049,0.1121,0.0169,0.0186,0.45
2016-07-21 06:00:00,0.1905,0.2115,0.0391,0.0273,0.45
2016-07-21 07:00:00,0.2478,0.2882,0.0724,0.0543,0.45
2016-07-21 08:00:00,0.3407,0.3688,0.0596,0.0448,0.45
2016-07-21 09:00:00,0.3918,0.4254,0.029,0.0244,0.45
2016-07-21 10:00:00,0.4098,0.4544,0.0076,0.009,0.45
2016-07-21 11:00:00,0.419,0.4552,0.0001,0.0023,0.45
2016-07-21 12:00:00,0.4041,0.4266,0,0.0008,0.45
2016-07-21 13:00:00,0.3525,0.3668,0,0.0009,0.45
2016-07-21 14:00:00,0.2785,0.2896,0,0.0026,0.45
2016-07-21 15:00:00,0.178,0.1954,0,0.0062,0.45
2016-07-21 16:00:00,0.098,0.1126,0,0.0123,0.45
2016-07-21 17:00:00,0.0487,0.0546,0.0003,0.026,0.45
2016-07-21 18:00:00,0.0097,0.0105,0.0019,0.0581,0.45
2016-07-21 19:00:00,0,0,0.0064,0.0976,0.45
2016-07-21 20:00:00,0,0,0.0074,0.1041,0.45
2016-07-21 21:00:00,0,0,0.0054,0.0913,0.45
2016-07-21 22:00:00,0,0,0.0151,0.0835,0.45
2016-07-21 23:00:00,0,0,0.058,0.091,0.45
2016-07-22 00:00:00,0,0,0.109,0.0958,0.45
2016-07-22 01:00:00,0,0,0.1263,0.0907,0.45
2016-07-22 02:00:00,0,0,0.1134,0.0833,0.45
2016-07-22 03:00:00,0.0059,0.0063,0.0806,0.0673,0.45
2016-07-22 04:00:00,0.0563,0.0613,0.031,0.0309,0.45
2016-07-22 05:00:00,0.1268,0.1425,0.0217,0.0166,0.45
2016-07-22 06:00:00,0.2056,0.2422,0.0544,0.0394,0.45
2016-07-22 07:00:00,0.2997,0.3485,0.0924,0.0614,0.45
2016-07-22 08:00:00,0.3807,0.4289,0.095,0.0689,0.45
2016-07-22 09:00:00,0.4154,0.4669,0.0729,0.0588,0.45
2016-07-22 10:00:00,0.4186,0.4676,0.0549,0.0463,0.45
2016-07-22 11:00:00,0.377,0.4392,0.0507,0.0402,0.45
2016-07-22 12:00:00,0.3178,0.4028,0.046,0.0361,0.45
2016-07-22 13:00:00,0.2828,0.3664,0.0391,0.0318,0.45
2016-07-22 14:00:00,0.2591,0.3079,0.043,0.0348,0.45
2016-07-22 15:00:00,0.1938,0.2286,0.0603,0.0486,0.45
2016-07-22 16:00:00,0.1238,0.1487,0.077,0.0681,0.45
2016-07-22 17:00:00,0.057,0.0707,0.1011,0.0981,0.45
2016-07-22 18:00:00,0.0104,0.0125,0.1867,0.1745,0.45
2016-07-22 19:00:00,0,0,0.279,0.2517,0.45
2016-07-22 20:00:00,0,0,0.2816,0.2578,0.45
2016-07-22 21:00:00,0,0,0.2457,0.2268,0.45
2016-07-22 22:00:00,0,0,0.199,0.1844,0.45
2016-07-22 23:00:00,0,0,0.159,0.1488,0.45
2016-07-23 00:00:00,0,0,0.1257,0.1239,0.45
2016-07-23 01:00:00,0,0,0.1067,0.1093,0.45
2016-07-23 02:00:00,0,0,0.098,0.1015,0.45
2016-07-23 03:00:00,0.0059,0.0063,0.0741,0.0855,0.45
2016-07-23 04:00:00,0.0588,0.0629,0.0216,0.0334,0.45
2016-07-23 05:00:00,0.1377,0.1478,0.0073,0.0102,0.45
2016-07-23 06:00:00,0.229,0.2487,0.0111,0.0132,0.45
2016-07-23 07:00:00,0.3149,0.3436,0.0124,0.0205,0.45
2016-07-23 08:00:00,0.3816,0.4169,0.0111,0.0235,0.45
2016-07-23 09:00:00,0.4191,0.456,0.0123,0.0242,0.45
2016-07-23 10:00:00,0.4058,0.4471,0.0147,0.0257,0.45
2016-07-23 11:00:00,0.3463,0.4011,0.0164,0.0264,0.45
2016-07-23 12:00:00,0.2697,0.3357,0.0166,0.0259,0.45
2016-07-23 13:00:00,0.2064,0.2807,0.017,0.0267,0.45
2016-07-23 14:00:00,0.16,0.2264,0.0206,0.0313,0.45
2016-07-23 15:00:00,0.1144,0.1626,0.0264,0.0378,0.45
2016-07-23 16:00:00,0.079,0.1038,0.0339,0.0473,0.45
